timestamp,day_of_week,hour,zone,tag_id,metric,value,classification,alert,pipeline_latency_ms,packet_transmitted,battery_co2_saved_g,ambient_co2_overhead_g
2026-08-01T00:10:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,3.84,0.16
2026-08-01T00:10:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,17.83,NORMAL,False,0.388,1,4.32,0.18
2026-08-01T00:10:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,4.32,0.18
2026-08-01T00:10:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,4.32,0.18
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,16.1,NORMAL,False,0.487,1,4.8,0.2
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,4.8,0.2
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,4.8,0.2
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,17.13,NORMAL,False,0.544,1,5.28,0.22
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,temperature_c,16.44,NORMAL,False,3.614,1,5.76,0.24
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,rssi_dbm,-62.9,NORMAL,False,0.238,1,6.24,0.26
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,rssi_dbm,-64.0,NORMAL,False,0.376,1,6.72,0.28
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,6.72,0.28
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-B,472293896e3d,rssi_dbm,-61.2,NORMAL,False,0.301,1,7.2,0.3
2026-08-01T00:15:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,7.2,0.3
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,7.2,0.3
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,rssi_dbm,-57.9,NORMAL,False,0.469,1,7.68,0.32
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,7.68,0.32
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,rssi_dbm,-56.2,NORMAL,False,0.36,1,8.16,0.34
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,rssi_dbm,-57.1,NORMAL,False,0.507,1,8.64,0.36
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,rssi_dbm,-62.9,NORMAL,False,0.196,1,9.12,0.38
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,9.12,0.38
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,18.85,NORMAL,False,0.302,1,9.6,0.4
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,9.6,0.4
2026-08-01T00:20:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,9.6,0.4
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,9.6,0.4
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,9.6,0.4
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,9.6,0.4
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,16.59,NORMAL,False,0.392,1,10.08,0.42
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,temperature_c,,NO_TRANSMISSION,False,,0,10.08,0.42
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,temperature_c,,NO_TRANSMISSION,False,,0,10.08,0.42
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,10.08,0.42
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,10.08,0.42
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-B,472293896e3d,rssi_dbm,-64.0,NORMAL,False,0.339,1,10.56,0.44
2026-08-01T00:25:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,10.56,0.44
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,10.56,0.44
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,15.82,NORMAL,False,0.507,1,11.04,0.46
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,17.1,NORMAL,False,0.452,1,11.52,0.48
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,11.52,0.48
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,temperature_c,,NO_TRANSMISSION,False,,0,11.52,0.48
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,temperature_c,,NO_TRANSMISSION,False,,0,11.52,0.48
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,11.52,0.48
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,11.52,0.48
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,11.52,0.48
2026-08-01T00:30:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,18.78,NORMAL,False,0.159,1,12.0,0.5
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,16.68,NORMAL,False,0.385,1,12.48,0.52
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,12.48,0.52
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,12.48,0.52
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,12.48,0.52
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,rssi_dbm,-57.9,NORMAL,False,0.387,1,12.96,0.54
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,rssi_dbm,-63.5,NORMAL,False,0.561,1,13.44,0.56
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,18.24,NORMAL,False,0.387,1,13.92,0.58
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,13.92,0.58
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,18.45,NORMAL,False,0.415,1,14.4,0.6
2026-08-01T00:35:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,18.95,NORMAL,False,0.43,1,14.88,0.62
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,14.88,0.62
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,14.88,0.62
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,16.98,NORMAL,False,0.324,1,15.36,0.64
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,15.36,0.64
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,temperature_c,,NO_TRANSMISSION,False,,0,15.36,0.64
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,temperature_c,18.37,NORMAL,False,0.465,1,15.84,0.66
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,15.84,0.66
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,15.84,0.66
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,15.84,0.66
2026-08-01T00:40:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,19.35,NORMAL,False,3.122,1,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:45:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,16.32,0.68
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-A,392456de347a,rssi_dbm,-60.2,NORMAL,False,0.348,1,16.8,0.7
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,16.73,NORMAL,False,0.315,1,17.28,0.72
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,temperature_c,16.45,NORMAL,False,0.461,1,17.76,0.74
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,rssi_dbm,-64.1,NORMAL,False,0.377,1,18.24,0.76
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,18.24,0.76
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,rssi_dbm,-61.7,NORMAL,False,0.41,1,18.72,0.78
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,17.92,NORMAL,False,0.447,1,19.2,0.8
2026-08-01T00:50:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,19.2,0.8
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-A,a3b1799d0cce,temperature_c,16.56,NORMAL,False,0.406,1,19.68,0.82
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,19.68,0.82
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,19.68,0.82
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,19.68,0.82
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-A,17fc695a771f,temperature_c,,NO_TRANSMISSION,False,,0,19.68,0.82
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-B,8b8148f670dd,rssi_dbm,-61.6,NORMAL,False,0.408,1,20.16,0.84
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-B,de8a774b51be,temperature_c,17.74,NORMAL,False,0.29,1,20.64,0.86
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-B,b2b9437aae35,rssi_dbm,-62.9,NORMAL,False,0.451,1,21.12,0.88
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,21.12,0.88
2026-08-01T00:55:00+00:00,Saturday,0,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,21.12,0.88
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,21.12,0.88
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-A,bdd640fb7d62,rssi_dbm,-59.9,NORMAL,False,0.474,1,21.6,0.9
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,21.6,0.9
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,21.6,0.9
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-A,17fc695a771f,temperature_c,17.06,NORMAL,False,0.413,1,22.08,0.92
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-B,8b8148f670dd,temperature_c,18.97,NORMAL,False,0.16,1,22.56,0.94
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-B,de8a774b51be,temperature_c,18.59,NORMAL,False,0.425,1,23.04,0.96
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,23.04,0.96
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,23.04,0.96
2026-08-01T01:00:00+00:00,Saturday,1,greenhouse-B,562b0f792f7c,rssi_dbm,-63.2,NORMAL,False,0.405,1,23.52,0.98
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,23.52,0.98
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,23.52,0.98
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-A,392456de347a,temperature_c,16.32,NORMAL,False,0.317,1,24.0,1.0
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,24.0,1.0
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-A,17fc695a771f,temperature_c,16.83,NORMAL,False,2.642,1,24.48,1.02
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-B,8b8148f670dd,temperature_c,,NO_TRANSMISSION,False,,0,24.48,1.02
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-B,de8a774b51be,temperature_c,19.23,NORMAL,False,0.308,1,24.96,1.04
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,24.96,1.04
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-B,472293896e3d,rssi_dbm,-64.6,NORMAL,False,0.256,1,25.44,1.06
2026-08-01T01:05:00+00:00,Saturday,1,greenhouse-B,562b0f792f7c,temperature_c,18.44,NORMAL,False,0.288,1,25.92,1.08
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,25.92,1.08
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,25.92,1.08
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-A,392456de347a,temperature_c,16.62,NORMAL,False,0.306,1,26.4,1.1
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,26.4,1.1
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-A,17fc695a771f,temperature_c,16.79,NORMAL,False,0.584,1,26.88,1.12
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-B,8b8148f670dd,temperature_c,,NO_TRANSMISSION,False,,0,26.88,1.12
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,26.88,1.12
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-B,b2b9437aae35,temperature_c,18.89,NORMAL,False,0.087,1,27.36,1.14
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-B,472293896e3d,temperature_c,18.33,NORMAL,False,0.237,1,27.84,1.16
2026-08-01T01:10:00+00:00,Saturday,1,greenhouse-B,562b0f792f7c,temperature_c,18.35,NORMAL,False,0.582,1,28.32,1.18
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,28.32,1.18
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-A,bdd640fb7d62,temperature_c,16.67,NORMAL,False,0.249,1,28.8,1.2
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,28.8,1.2
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-A,6c0311990f41,temperature_c,16.44,NORMAL,False,0.42,1,29.28,1.22
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-A,17fc695a771f,rssi_dbm,-56.0,NORMAL,False,0.243,1,29.76,1.24
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-B,8b8148f670dd,temperature_c,18.12,NORMAL,False,0.414,1,30.24,1.26
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,30.24,1.26
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,30.24,1.26
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,30.24,1.26
2026-08-01T01:15:00+00:00,Saturday,1,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,30.24,1.26
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,30.24,1.26
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,30.24,1.26
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-A,392456de347a,temperature_c,16.95,NORMAL,False,0.148,1,30.72,1.28
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-A,6c0311990f41,temperature_c,17.05,NORMAL,False,0.581,1,31.2,1.3
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-A,17fc695a771f,rssi_dbm,-58.4,NORMAL,False,0.585,1,31.68,1.32
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-B,8b8148f670dd,temperature_c,,NO_TRANSMISSION,False,,0,31.68,1.32
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,31.68,1.32
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-B,b2b9437aae35,temperature_c,18.18,NORMAL,False,0.598,1,32.16,1.34
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:20:00+00:00,Saturday,1,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-A,bdd640fb7d62,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-A,17fc695a771f,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-B,8b8148f670dd,temperature_c,,NO_TRANSMISSION,False,,0,32.16,1.34
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-B,de8a774b51be,temperature_c,18.74,NORMAL,False,3.734,1,32.64,1.36
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,32.64,1.36
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-B,472293896e3d,temperature_c,,NO_TRANSMISSION,False,,0,32.64,1.36
2026-08-01T01:25:00+00:00,Saturday,1,greenhouse-B,562b0f792f7c,temperature_c,17.97,NORMAL,False,0.541,1,33.12,1.38
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-A,a3b1799d0cce,temperature_c,,NO_TRANSMISSION,False,,0,33.12,1.38
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-A,bdd640fb7d62,rssi_dbm,-56.6,NORMAL,False,0.297,1,33.6,1.4
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-A,392456de347a,temperature_c,,NO_TRANSMISSION,False,,0,33.6,1.4
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-A,6c0311990f41,temperature_c,,NO_TRANSMISSION,False,,0,33.6,1.4
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-A,17fc695a771f,rssi_dbm,-58.5,NORMAL,False,0.153,1,34.08,1.42
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-B,8b8148f670dd,temperature_c,19.07,NORMAL,False,0.291,1,34.56,1.44
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-B,de8a774b51be,temperature_c,,NO_TRANSMISSION,False,,0,34.56,1.44
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-B,b2b9437aae35,temperature_c,,NO_TRANSMISSION,False,,0,34.56,1.44
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-B,472293896e3d,temperature_c,18.6,NORMAL,False,0.487,1,35.04,1.46
2026-08-01T01:30:00+00:00,Saturday,1,greenhouse-B,562b0f792f7c,temperature_c,,NO_TRANSMISSION,False,,0,35.04,1.46
